
---------- Begin Simulation Statistics ----------
simSeconds                                   0.084977                       # Number of seconds simulated (Second)
simTicks                                  84976565000                       # Number of ticks simulated (Tick)
finalTick                                 84976565000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   8704.00                       # Real time elapsed on the host (Second)
hostTickRate                                  9762932                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     526160                       # Number of bytes of host memory used (Byte)
simInsts                                    100000000                       # Number of instructions simulated (Count)
simOps                                      104211224                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    11489                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      11973                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        67981253                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.679759                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.471110                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      112068536                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     625                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     116210365                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                  4269                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             7857836                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          5012215                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                114                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           67963786                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.709887                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.255358                       # Number of insts issued each cycle (Count)
system.cpu0.commitStats0.committedControl::IsReturn         8884                       # Class of control type instructions committed (Count)
system.cpu0.dcache.demandHits::cpu0.data     31808672                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.demandHits::total         31808672                       # number of demand (read+write) hits (Count)
system.cpu0.dcache.overallHits::cpu0.data     31808672                       # number of overall hits (Count)
system.cpu0.dcache.overallHits::total        31808672                       # number of overall hits (Count)
system.cpu0.dcache.demandMisses::cpu0.data      7175332                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.demandMisses::total        7175332                       # number of demand (read+write) misses (Count)
system.cpu0.dcache.overallMisses::cpu0.data      7175332                       # number of overall misses (Count)
system.cpu0.dcache.overallMisses::total       7175332                       # number of overall misses (Count)
system.cpu0.dcache.demandMissLatency::cpu0.data 411813782419                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.demandMissLatency::total 411813782419                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::cpu0.data 411813782419                       # number of overall miss ticks (Tick)
system.cpu0.dcache.overallMissLatency::total 411813782419                       # number of overall miss ticks (Tick)
system.cpu0.dcache.demandAccesses::cpu0.data     38984004                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.demandAccesses::total     38984004                       # number of demand (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::cpu0.data     38984004                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.overallAccesses::total     38984004                       # number of overall (read+write) accesses (Count)
system.cpu0.dcache.demandMissRate::cpu0.data     0.184058                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.demandMissRate::total     0.184058                       # miss rate for demand accesses (Ratio)
system.cpu0.dcache.overallMissRate::cpu0.data     0.184058                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.overallMissRate::total     0.184058                       # miss rate for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMissLatency::cpu0.data 57392.993442                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.demandAvgMissLatency::total 57392.993442                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency::cpu0.data 57392.993442                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMissLatency::total 57392.993442                       # average overall miss latency ((Tick/Count))
system.cpu0.dcache.blockedCycles::no_mshrs     16979488                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCycles::no_targets          332                       # number of cycles access was blocked (Cycle)
system.cpu0.dcache.blockedCauses::no_mshrs       893625                       # number of times access was blocked (Count)
system.cpu0.dcache.blockedCauses::no_targets            6                       # number of times access was blocked (Count)
system.cpu0.dcache.avgBlocked::no_mshrs     19.000686                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.avgBlocked::no_targets    55.333333                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dcache.writebacks::writebacks      1520780                       # number of writebacks (Count)
system.cpu0.dcache.writebacks::total          1520780                       # number of writebacks (Count)
system.cpu0.dcache.demandMshrHits::cpu0.data      4905844                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.demandMshrHits::total      4905844                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::cpu0.data      4905844                       # number of overall MSHR hits (Count)
system.cpu0.dcache.overallMshrHits::total      4905844                       # number of overall MSHR hits (Count)
system.cpu0.dcache.demandMshrMisses::cpu0.data      2269488                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.demandMshrMisses::total      2269488                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::cpu0.data      2269488                       # number of overall MSHR misses (Count)
system.cpu0.dcache.overallMshrMisses::total      2269488                       # number of overall MSHR misses (Count)
system.cpu0.dcache.demandMshrMissLatency::cpu0.data 146961445574                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissLatency::total 146961445574                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::cpu0.data 146961445574                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.overallMshrMissLatency::total 146961445574                       # number of overall MSHR miss ticks (Tick)
system.cpu0.dcache.demandMshrMissRate::cpu0.data     0.058216                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.demandMshrMissRate::total     0.058216                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::cpu0.data     0.058216                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.overallMshrMissRate::total     0.058216                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.dcache.demandAvgMshrMissLatency::cpu0.data 64755.330530                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.demandAvgMshrMissLatency::total 64755.330530                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::cpu0.data 64755.330530                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.overallAvgMshrMissLatency::total 64755.330530                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.dcache.replacements               2268976                       # number of replacements (Count)
system.cpu0.dcache.LoadLockedReq.hits::cpu0.data            5                       # number of LoadLockedReq hits (Count)
system.cpu0.dcache.LoadLockedReq.hits::total            5                       # number of LoadLockedReq hits (Count)
system.cpu0.dcache.LoadLockedReq.misses::cpu0.data            2                       # number of LoadLockedReq misses (Count)
system.cpu0.dcache.LoadLockedReq.misses::total            2                       # number of LoadLockedReq misses (Count)
system.cpu0.dcache.LoadLockedReq.missLatency::cpu0.data       187500                       # number of LoadLockedReq miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.missLatency::total       187500                       # number of LoadLockedReq miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.accesses::cpu0.data            7                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu0.dcache.LoadLockedReq.accesses::total            7                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu0.dcache.LoadLockedReq.missRate::cpu0.data     0.285714                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.missRate::total     0.285714                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.avgMissLatency::cpu0.data        93750                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu0.dcache.LoadLockedReq.avgMissLatency::total        93750                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu0.dcache.LoadLockedReq.mshrHits::cpu0.data            1                       # number of LoadLockedReq MSHR hits (Count)
system.cpu0.dcache.LoadLockedReq.mshrHits::total            1                       # number of LoadLockedReq MSHR hits (Count)
system.cpu0.dcache.LoadLockedReq.mshrMisses::cpu0.data            1                       # number of LoadLockedReq MSHR misses (Count)
system.cpu0.dcache.LoadLockedReq.mshrMisses::total            1                       # number of LoadLockedReq MSHR misses (Count)
system.cpu0.dcache.LoadLockedReq.mshrMissLatency::cpu0.data        97500                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.mshrMissLatency::total        97500                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu0.dcache.LoadLockedReq.mshrMissRate::cpu0.data     0.142857                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.mshrMissRate::total     0.142857                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu0.dcache.LoadLockedReq.avgMshrMissLatency::cpu0.data        97500                       # average LoadLockedReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.LoadLockedReq.avgMshrMissLatency::total        97500                       # average LoadLockedReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.hits::cpu0.data     25497469                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.hits::total       25497469                       # number of ReadReq hits (Count)
system.cpu0.dcache.ReadReq.misses::cpu0.data      4760916                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.misses::total      4760916                       # number of ReadReq misses (Count)
system.cpu0.dcache.ReadReq.missLatency::cpu0.data 202719498750                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.missLatency::total 202719498750                       # number of ReadReq miss ticks (Tick)
system.cpu0.dcache.ReadReq.accesses::cpu0.data     30258385                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.accesses::total     30258385                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.dcache.ReadReq.missRate::cpu0.data     0.157342                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.missRate::total     0.157342                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMissLatency::cpu0.data 42579.936035                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMissLatency::total 42579.936035                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.mshrHits::cpu0.data      3323193                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrHits::total      3323193                       # number of ReadReq MSHR hits (Count)
system.cpu0.dcache.ReadReq.mshrMisses::cpu0.data      1437723                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMisses::total      1437723                       # number of ReadReq MSHR misses (Count)
system.cpu0.dcache.ReadReq.mshrMissLatency::cpu0.data  73065570000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissLatency::total  73065570000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.dcache.ReadReq.mshrMissRate::cpu0.data     0.047515                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.mshrMissRate::total     0.047515                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.dcache.ReadReq.avgMshrMissLatency::cpu0.data 50820.338827                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.ReadReq.avgMshrMissLatency::total 50820.338827                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.StoreCondReq.hits::cpu0.data            4                       # number of StoreCondReq hits (Count)
system.cpu0.dcache.StoreCondReq.hits::total            4                       # number of StoreCondReq hits (Count)
system.cpu0.dcache.StoreCondReq.accesses::cpu0.data            4                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu0.dcache.StoreCondReq.accesses::total            4                       # number of StoreCondReq accesses(hits+misses) (Count)
system.cpu0.dcache.SwapReq.hits::cpu0.data           34                       # number of SwapReq hits (Count)
system.cpu0.dcache.SwapReq.hits::total             34                       # number of SwapReq hits (Count)
system.cpu0.dcache.SwapReq.accesses::cpu0.data           34                       # number of SwapReq accesses(hits+misses) (Count)
system.cpu0.dcache.SwapReq.accesses::total           34                       # number of SwapReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteLineReq.misses::cpu0.data         4100                       # number of WriteLineReq misses (Count)
system.cpu0.dcache.WriteLineReq.misses::total         4100                       # number of WriteLineReq misses (Count)
system.cpu0.dcache.WriteLineReq.missLatency::cpu0.data    288622682                       # number of WriteLineReq miss ticks (Tick)
system.cpu0.dcache.WriteLineReq.missLatency::total    288622682                       # number of WriteLineReq miss ticks (Tick)
system.cpu0.dcache.WriteLineReq.accesses::cpu0.data         4100                       # number of WriteLineReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteLineReq.accesses::total         4100                       # number of WriteLineReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteLineReq.missRate::cpu0.data            1                       # miss rate for WriteLineReq accesses (Ratio)
system.cpu0.dcache.WriteLineReq.missRate::total            1                       # miss rate for WriteLineReq accesses (Ratio)
system.cpu0.dcache.WriteLineReq.avgMissLatency::cpu0.data 70395.776098                       # average WriteLineReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteLineReq.avgMissLatency::total 70395.776098                       # average WriteLineReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteLineReq.mshrMisses::cpu0.data         4100                       # number of WriteLineReq MSHR misses (Count)
system.cpu0.dcache.WriteLineReq.mshrMisses::total         4100                       # number of WriteLineReq MSHR misses (Count)
system.cpu0.dcache.WriteLineReq.mshrMissLatency::cpu0.data    278372682                       # number of WriteLineReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteLineReq.mshrMissLatency::total    278372682                       # number of WriteLineReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteLineReq.mshrMissRate::cpu0.data            1                       # mshr miss rate for WriteLineReq accesses (Ratio)
system.cpu0.dcache.WriteLineReq.mshrMissRate::total            1                       # mshr miss rate for WriteLineReq accesses (Ratio)
system.cpu0.dcache.WriteLineReq.avgMshrMissLatency::cpu0.data 67895.776098                       # average WriteLineReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteLineReq.avgMshrMissLatency::total 67895.776098                       # average WriteLineReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.hits::cpu0.data      6311203                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.hits::total       6311203                       # number of WriteReq hits (Count)
system.cpu0.dcache.WriteReq.misses::cpu0.data      2410316                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.misses::total      2410316                       # number of WriteReq misses (Count)
system.cpu0.dcache.WriteReq.missLatency::cpu0.data 208805660987                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.missLatency::total 208805660987                       # number of WriteReq miss ticks (Tick)
system.cpu0.dcache.WriteReq.accesses::cpu0.data      8721519                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.accesses::total      8721519                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu0.dcache.WriteReq.missRate::cpu0.data     0.276364                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.missRate::total     0.276364                       # miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMissLatency::cpu0.data 86629.994153                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMissLatency::total 86629.994153                       # average WriteReq miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.mshrHits::cpu0.data      1582651                       # number of WriteReq MSHR hits (Count)
system.cpu0.dcache.WriteReq.mshrHits::total      1582651                       # number of WriteReq MSHR hits (Count)
system.cpu0.dcache.WriteReq.mshrMisses::cpu0.data       827665                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMisses::total       827665                       # number of WriteReq MSHR misses (Count)
system.cpu0.dcache.WriteReq.mshrMissLatency::cpu0.data  73617502892                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissLatency::total  73617502892                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissRate::cpu0.data     0.094899                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.mshrMissRate::total     0.094899                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMshrMissLatency::cpu0.data 88946.014259                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMshrMissLatency::total 88946.014259                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.power_state.pwrStateResidencyTicks::UNDEFINED  84976565000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dcache.tags.tagsInUse          485.230780                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dcache.tags.totalRefs            34078203                       # Total number of references to valid blocks. (Count)
system.cpu0.dcache.tags.sampledRefs           2269488                       # Sample count of references to valid blocks. (Count)
system.cpu0.dcache.tags.avgRefs             15.015811                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dcache.tags.warmupTick             206250                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dcache.tags.occupancies::cpu0.data   485.230780                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.data     0.947716                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::total       0.947716                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.ageTaskId_1024::0          220                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::1          291                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::4            1                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.tagAccesses         158205684                       # Number of tag accesses (Count)
system.cpu0.dcache.tags.dataAccesses        158205684                       # Number of data accesses (Count)
system.cpu0.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  84976565000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.decode.idleCycles                 7348425                       # Number of cycles decode is idle (Cycle)
system.cpu0.decode.blockedCycles             43556837                       # Number of cycles decode is blocked (Cycle)
system.cpu0.decode.runCycles                 13421796                       # Number of cycles decode is running (Cycle)
system.cpu0.decode.unblockCycles              3565812                       # Number of cycles decode is unblocking (Cycle)
system.cpu0.decode.squashCycles                 70916                       # Number of cycles decode is squashing (Cycle)
system.cpu0.decode.branchResolved             4442074                       # Number of times decode resolved a branch (Count)
system.cpu0.decode.branchMispred                  283                       # Number of times decode detected a branch misprediction (Count)
system.cpu0.decode.decodedInsts             112355353                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts                 1051                       # Number of squashed instructions handled by decode (Count)
system.cpu0.executeStats0.numInsts          116080620                       # Number of executed instructions (Count)
system.cpu0.executeStats0.numNop                10335                       # Number of nop insts executed (Count)
system.cpu0.executeStats0.numBranches        16047579                       # Number of branches executed (Count)
system.cpu0.executeStats0.numLoadInsts       38199637                       # Number of load instructions executed (Count)
system.cpu0.executeStats0.numStoreInsts      10146770                       # Number of stores executed (Count)
system.cpu0.executeStats0.instRate           1.707539                       # Inst execution rate ((Count/Cycle))
system.cpu0.executeStats0.numCCRegReads      45364686                       # Number of times the CC registers were read (Count)
system.cpu0.executeStats0.numCCRegWrites     45370590                       # Number of times the CC registers were written (Count)
system.cpu0.executeStats0.numFpRegWrites            0                       # Number of times the floating registers were written (Count)
system.cpu0.executeStats0.numIntRegReads    152863627                       # Number of times the integer registers were read (Count)
system.cpu0.executeStats0.numIntRegWrites     72876350                       # Number of times the integer registers were written (Count)
system.cpu0.executeStats0.numMemRefs         48346407                       # Number of memory refs (Count)
system.cpu0.executeStats0.numMiscRegReads      4397942                       # Number of times the Misc registers were read (Count)
system.cpu0.executeStats0.numMiscRegWrites           85                       # Number of times the Misc registers were written (Count)
system.cpu0.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu0.executeStats0.numVecRegReads          534                       # Number of times the vector registers were read (Count)
system.cpu0.executeStats0.numVecRegWrites          202                       # Number of times the vector registers were written (Count)
system.cpu0.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu0.fetch.predictedBranches           4476899                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                     55590641                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                 142386                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.cacheLines                 12283188                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                59380                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples          67963786                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             1.660835                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            2.986917                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                47987640     70.61%     70.61% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                 2410907      3.55%     74.16% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                 2176438      3.20%     77.36% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                 1263460      1.86%     79.22% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                 1822964      2.68%     81.90% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                  788601      1.16%     83.06% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                  453690      0.67%     83.73% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                  115219      0.17%     83.90% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                10944867     16.10%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total            67963786                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetchStats0.numInsts            108608860                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate            1.597630                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.numBranches          16240542                       # Number of branches fetched (Count)
system.cpu0.fetchStats0.branchRate           0.238897                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.icacheStallCycles     12301952                       # ICache total stall cycles (Cycle)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst     12282423                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total         12282423                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst     12282423                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total        12282423                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst          765                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total            765                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst          765                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total           765                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst     69872500                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total     69872500                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst     69872500                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total     69872500                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst     12283188                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total     12283188                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst     12283188                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total     12283188                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.000062                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.000062                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.000062                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.000062                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 91336.601307                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 91336.601307                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 91336.601307                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 91336.601307                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          231                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs            6                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs     38.500000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks          117                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total              117                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst          173                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          173                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          173                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          173                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst          592                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total          592                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst          592                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total          592                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst     57031250                       # number of demand (read+write) MSHR miss ticks (Tick)
